WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,Dorothy J. Tillman,Felicia H. Simmons-Stovall,Lona Lane,Don Gordon,Joann Thompson,Scott Waguespack,Ted Matlak,"Howard B. Brookins, Jr.",Bernard L. Stone,Michele Smith,Toni L. Foulkes,Joe Moore,Vilma Colom,Michael D. Chandler,Vi Daley,Bob Fioretti,"Leroy J. Jones, Jr.",Naisy Dolar,Shirley A. Coleman,Pat Dowell,Sharon Denise Dixon,Paul Stewart,Madeline L. Haithcock,Rey Colón
29,32,,,,,,,,,,,,,,,,,,,,,,,,,,
29,33,,,,,,,,,,,,,,,,,,,,,,,,,,
29,34,,,,,,,,,,,,,,,,,,,,,,,,,,
29,35,,,,,,,,,,,,,,,,,,,,,,,,,,
29,36,,,,,,,,,,,,,,,,,,,,,,,,,,
29,37,,,,,,,,,,,,,,,,,,,,,,,,,,
29,38,,,,,,,,,,,,,,,,,,,,,,,,,,
29,39,,,,,,,,,,,,,,,,,,,,,,,,,,
29,40,,,,,,,,,,,,,,,,,,,,,,,,,,
29,41,,,,,,,,,,,,,,,,,,,,,,,,,,
29,42,,,,,,,,,,,,,,,,,,,,,,,,,,
29,43,,,,,,,,,,,,,,,,,,,,,,,,,,
29,44,,,,,,,,,,,,,,,,,,,,,,,,,,
29,45,,,,,,,,,,,,,,,,,,,,,,,,,,
29,46,,,,,,,,,,,,,,,,,,,,,,,,,,
29,47,,,,,,,,,,,,,,,,,,,,,,,,,,
29,48,,,,,,,,,,,,,,,,,,,,,,,,,,
29,49,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,,,,,,,,,,,,,,,,,,,,,,,,,,
29,51,,,,,,,,,,,,,,,,,,,,,,,,,,
29,52,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,,,,,,,,,,,,,,,,,,,,,,,,,,
30,6,,,,,,,,,,,,,,,,,,,,,,,,,,
30,7,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,,,,,,,,,,,,,,,,,,,,,,,,,,
30,9,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12,,,,,,,,,,,,,,,,,,,,,,,,,,
30,13,,,,,,,,,,,,,,,,,,,,,,,,,,
30,14,,,,,,,,,,,,,,,,,,,,,,,,,,
30,15,,,,,,,,,,,,,,,,,,,,,,,,,,
30,16,,,,,,,,,,,,,,,,,,,,,,,,,,
30,17,,,,,,,,,,,,,,,,,,,,,,,,,,
30,18,,,,,,,,,,,,,,,,,,,,,,,,,,
30,19,,,,,,,,,,,,,,,,,,,,,,,,,,
30,20,,,,,,,,,,,,,,,,,,,,,,,,,,
30,21,,,,,,,,,,,,,,,,,,,,,,,,,,
30,22,,,,,,,,,,,,,,,,,,,,,,,,,,
30,23,,,,,,,,,,,,,,,,,,,,,,,,,,
30,24,,,,,,,,,,,,,,,,,,,,,,,,,,
30,25,,,,,,,,,,,,,,,,,,,,,,,,,,
30,26,,,,,,,,,,,,,,,,,,,,,,,,,,
30,27,,,,,,,,,,,,,,,,,,,,,,,,,,
30,28,,,,,,,,,,,,,,,,,,,,,,,,,,
30,29,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,,,,,,,,,,,,,,,,,,,,,,,,,,
30,32,,,,,,,,,,,,,,,,,,,,,,,,,,
30,33,,,,,,,,,,,,,,,,,,,,,,,,,,
30,34,,,,,,,,,,,,,,,,,,,,,,,,,,
30,35,,,,,,,,,,,,,,,,,,,,,,,,,,
30,36,,,,,,,,,,,,,,,,,,,,,,,,,,
30,37,,,,,,,,,,,,,,,,,,,,,,,,,,
30,38,,,,,,,,,,,,,,,,,,,,,,,,,,
30,39,,,,,,,,,,,,,,,,,,,,,,,,,,
30,40,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31,6,,,,,,,,,,,,,,,,,,,,,,,,,,
31,7,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,,,,,,,,,,,,,,,,,,,,,,,,,,
31,9,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,,,,,,,,,,,,,,,,,,,,,,,,,,
31,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,13,,,,,,,,,,,,,,,,,,,,,,,,,,
31,14,,,,,,,,,,,,,,,,,,,,,,,,,,
31,15,,,,,,,,,,,,,,,,,,,,,,,,,,
31,16,,,,,,,,,,,,,,,,,,,,,,,,,,
31,17,,,,,,,,,,,,,,,,,,,,,,,,,,
31,18,,,,,,,,,,,,,,,,,,,,,,,,,,
31,19,,,,,,,,,,,,,,,,,,,,,,,,,,
31,20,,,,,,,,,,,,,,,,,,,,,,,,,,
31,21,,,,,,,,,,,,,,,,,,,,,,,,,,
31,22,,,,,,,,,,,,,,,,,,,,,,,,,,
31,23,,,,,,,,,,,,,,,,,,,,,,,,,,
31,24,,,,,,,,,,,,,,,,,,,,,,,,,,
31,25,,,,,,,,,,,,,,,,,,,,,,,,,,
31,26,,,,,,,,,,,,,,,,,,,,,,,,,,
31,27,,,,,,,,,,,,,,,,,,,,,,,,,,
31,28,,,,,,,,,,,,,,,,,,,,,,,,,,
31,29,,,,,,,,,,,,,,,,,,,,,,,,,,
31,30,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,,,,,,,,,,,,,,,,,,,,,,,,,,
31,33,,,,,,,,,,,,,,,,,,,,,,,,,,
31,34,,,,,,,,,,,,,,,,,,,,,,,,,,
31,35,,,,,,,,,,,,,,,,,,,,,,,,,,
31,36,,,,,,,,,,,,,,,,,,,,,,,,,,
31,37,,,,,,,,,,,,,,,,,,,,,,,,,,
31,38,,,,,,,,,,,,,,,,,,,,,,,,,,
31,39,,,,,,,,,,,,,,,,,,,,,,,,,,
31,40,,,,,,,,,,,,,,,,,,,,,,,,,,
31,41,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,,,,,,,,,,,,,,,,,,,,,,,,,,
31,43,,,,,,,,,,,,,,,,,,,,,,,,,,
31,44,,,,,,,,,,,,,,,,,,,,,,,,,,
31,45,,,,,,,,,,,,,,,,,,,,,,,,,,
31,46,,,,,,,,,,,,,,,,,,,,,,,,,,
31,47,,,,,,,,,,,,,,,,,,,,,,,,,,
31,48,,,,,,,,,,,,,,,,,,,,,,,,,,
31,49,,,,,,,,,,,,,,,,,,,,,,,,,,
31,50,,,,,,,,,,,,,,,,,,,,,,,,,,
31,51,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,716,194,,,,,,91,102,,,,,,,,,,,,,,,,,
32,2,771,136,,,,,,100,36,,,,,,,,,,,,,,,,,
32,3,642,135,,,,,,57,78,,,,,,,,,,,,,,,,,
32,4,798,242,,,,,,127,115,,,,,,,,,,,,,,,,,
32,5,515,143,,,,,,59,84,,,,,,,,,,,,,,,,,
32,6,666,197,,,,,,57,140,,,,,,,,,,,,,,,,,
32,7,628,79,,,,,,46,33,,,,,,,,,,,,,,,,,
32,8,894,189,,,,,,109,80,,,,,,,,,,,,,,,,,
32,9,966,307,,,,,,231,76,,,,,,,,,,,,,,,,,
32,10,782,138,,,,,,66,71,,,,,,,,,,,,,,,,,
32,11,562,142,,,,,,67,75,,,,,,,,,,,,,,,,,
32,12,429,105,,,,,,48,57,,,,,,,,,,,,,,,,,
32,13,365,77,,,,,,31,46,,,,,,,,,,,,,,,,,
32,14,597,147,,,,,,57,89,,,,,,,,,,,,,,,,,
32,15,494,128,,,,,,74,54,,,,,,,,,,,,,,,,,
32,16,693,192,,,,,,64,128,,,,,,,,,,,,,,,,,
32,17,775,140,,,,,,65,74,,,,,,,,,,,,,,,,,
32,18,659,104,,,,,,52,52,,,,,,,,,,,,,,,,,
32,19,611,153,,,,,,75,78,,,,,,,,,,,,,,,,,
32,20,678,137,,,,,,41,96,,,,,,,,,,,,,,,,,
32,21,530,169,,,,,,98,71,,,,,,,,,,,,,,,,,
32,22,759,199,,,,,,126,73,,,,,,,,,,,,,,,,,
32,23,667,180,,,,,,120,60,,,,,,,,,,,,,,,,,
32,24,774,118,,,,,,65,53,,,,,,,,,,,,,,,,,
32,25,581,153,,,,,,81,71,,,,,,,,,,,,,,,,,
32,26,570,150,,,,,,70,80,,,,,,,,,,,,,,,,,
32,27,667,153,,,,,,55,96,,,,,,,,,,,,,,,,,
32,28,527,146,,,,,,55,91,,,,,,,,,,,,,,,,,
32,29,569,179,,,,,,72,107,,,,,,,,,,,,,,,,,
32,30,775,126,,,,,,56,70,,,,,,,,,,,,,,,,,
32,31,850,252,,,,,,99,153,,,,,,,,,,,,,,,,,
32,32,700,143,,,,,,57,85,,,,,,,,,,,,,,,,,
32,33,479,184,,,,,,72,112,,,,,,,,,,,,,,,,,
32,34,891,155,,,,,,57,98,,,,,,,,,,,,,,,,,
32,35,717,248,,,,,,136,111,,,,,,,,,,,,,,,,,
32,36,825,175,,,,,,119,56,,,,,,,,,,,,,,,,,
32,37,689,130,,,,,,50,80,,,,,,,,,,,,,,,,,
32,38,727,135,,,,,,80,54,,,,,,,,,,,,,,,,,
32,39,753,191,,,,,,118,73,,,,,,,,,,,,,,,,,
32,40,793,145,,,,,,90,55,,,,,,,,,,,,,,,,,
32,41,775,189,,,,,,95,94,,,,,,,,,,,,,,,,,
32,42,889,200,,,,,,128,72,,,,,,,,,,,,,,,,,
32,43,659,143,,,,,,93,50,,,,,,,,,,,,,,,,,
32,44,458,151,,,,,,56,95,,,,,,,,,,,,,,,,,
32,45,606,159,,,,,,74,85,,,,,,,,,,,,,,,,,
32,46,306,92,,,,,,11,81,,,,,,,,,,,,,,,,,
32,47,744,203,,,,,,127,76,,,,,,,,,,,,,,,,,
32,48,976,181,,,,,,94,86,,,,,,,,,,,,,,,,,
32,49,519,83,,,,,,48,35,,,,,,,,,,,,,,,,,
32,50,806,191,,,,,,119,72,,,,,,,,,,,,,,,,,
32,51,760,144,,,,,,95,49,,,,,,,,,,,,,,,,,
32,52,493,96,,,,,,46,50,,,,,,,,,,,,,,,,,
33,1,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,,,,,,,,,,,,,,,,,,,,,,,,,,
33,9,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10,,,,,,,,,,,,,,,,,,,,,,,,,,
33,11,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12,,,,,,,,,,,,,,,,,,,,,,,,,,
33,13,,,,,,,,,,,,,,,,,,,,,,,,,,
33,14,,,,,,,,,,,,,,,,,,,,,,,,,,
33,15,,,,,,,,,,,,,,,,,,,,,,,,,,
33,16,,,,,,,,,,,,,,,,,,,,,,,,,,
33,17,,,,,,,,,,,,,,,,,,,,,,,,,,
33,18,,,,,,,,,,,,,,,,,,,,,,,,,,
33,19,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20,,,,,,,,,,,,,,,,,,,,,,,,,,
33,21,,,,,,,,,,,,,,,,,,,,,,,,,,
33,22,,,,,,,,,,,,,,,,,,,,,,,,,,
33,23,,,,,,,,,,,,,,,,,,,,,,,,,,
33,24,,,,,,,,,,,,,,,,,,,,,,,,,,
33,25,,,,,,,,,,,,,,,,,,,,,,,,,,
33,26,,,,,,,,,,,,,,,,,,,,,,,,,,
33,27,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5,,,,,,,,,,,,,,,,,,,,,,,,,,
34,6,,,,,,,,,,,,,,,,,,,,,,,,,,
34,7,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8,,,,,,,,,,,,,,,,,,,,,,,,,,
34,9,,,,,,,,,,,,,,,,,,,,,,,,,,
34,10,,,,,,,,,,,,,,,,,,,,,,,,,,
34,11,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12,,,,,,,,,,,,,,,,,,,,,,,,,,
34,13,,,,,,,,,,,,,,,,,,,,,,,,,,
34,14,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15,,,,,,,,,,,,,,,,,,,,,,,,,,
34,16,,,,,,,,,,,,,,,,,,,,,,,,,,
34,17,,,,,,,,,,,,,,,,,,,,,,,,,,
34,18,,,,,,,,,,,,,,,,,,,,,,,,,,
34,19,,,,,,,,,,,,,,,,,,,,,,,,,,
34,20,,,,,,,,,,,,,,,,,,,,,,,,,,
34,21,,,,,,,,,,,,,,,,,,,,,,,,,,
34,22,,,,,,,,,,,,,,,,,,,,,,,,,,
34,23,,,,,,,,,,,,,,,,,,,,,,,,,,
34,24,,,,,,,,,,,,,,,,,,,,,,,,,,
34,25,,,,,,,,,,,,,,,,,,,,,,,,,,
34,26,,,,,,,,,,,,,,,,,,,,,,,,,,
34,27,,,,,,,,,,,,,,,,,,,,,,,,,,
34,28,,,,,,,,,,,,,,,,,,,,,,,,,,
34,29,,,,,,,,,,,,,,,,,,,,,,,,,,
34,30,,,,,,,,,,,,,,,,,,,,,,,,,,
34,31,,,,,,,,,,,,,,,,,,,,,,,,,,
34,32,,,,,,,,,,,,,,,,,,,,,,,,,,
34,33,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,,,,,,,,,,,,,,,,,,,,,,,,,,
34,36,,,,,,,,,,,,,,,,,,,,,,,,,,
34,37,,,,,,,,,,,,,,,,,,,,,,,,,,
34,38,,,,,,,,,,,,,,,,,,,,,,,,,,
34,39,,,,,,,,,,,,,,,,,,,,,,,,,,
34,40,,,,,,,,,,,,,,,,,,,,,,,,,,
34,41,,,,,,,,,,,,,,,,,,,,,,,,,,
34,42,,,,,,,,,,,,,,,,,,,,,,,,,,
34,43,,,,,,,,,,,,,,,,,,,,,,,,,,
34,44,,,,,,,,,,,,,,,,,,,,,,,,,,
34,45,,,,,,,,,,,,,,,,,,,,,,,,,,
34,46,,,,,,,,,,,,,,,,,,,,,,,,,,
34,47,,,,,,,,,,,,,,,,,,,,,,,,,,
34,48,,,,,,,,,,,,,,,,,,,,,,,,,,
34,49,,,,,,,,,,,,,,,,,,,,,,,,,,
34,50,,,,,,,,,,,,,,,,,,,,,,,,,,
34,51,,,,,,,,,,,,,,,,,,,,,,,,,,
34,52,,,,,,,,,,,,,,,,,,,,,,,,,,
34,53,,,,,,,,,,,,,,,,,,,,,,,,,,
34,54,,,,,,,,,,,,,,,,,,,,,,,,,,
34,55,,,,,,,,,,,,,,,,,,,,,,,,,,
34,56,,,,,,,,,,,,,,,,,,,,,,,,,,
34,57,,,,,,,,,,,,,,,,,,,,,,,,,,
34,58,,,,,,,,,,,,,,,,,,,,,,,,,,
34,59,,,,,,,,,,,,,,,,,,,,,,,,,,
34,60,,,,,,,,,,,,,,,,,,,,,,,,,,
34,61,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,873,249,,,,,,,,,,,,,121,,,,,,,,,,,128
35,2,667,203,,,,,,,,,,,,,107,,,,,,,,,,,96
35,3,645,140,,,,,,,,,,,,,61,,,,,,,,,,,79
35,4,665,236,,,,,,,,,,,,,56,,,,,,,,,,,180
35,5,613,214,,,,,,,,,,,,,60,,,,,,,,,,,151
35,6,821,161,,,,,,,,,,,,,62,,,,,,,,,,,99
35,7,764,248,,,,,,,,,,,,,86,,,,,,,,,,,162
35,8,615,150,,,,,,,,,,,,,45,,,,,,,,,,,104
35,9,598,197,,,,,,,,,,,,,72,,,,,,,,,,,125
35,10,674,162,,,,,,,,,,,,,45,,,,,,,,,,,117
35,11,851,202,,,,,,,,,,,,,106,,,,,,,,,,,96
35,12,686,196,,,,,,,,,,,,,52,,,,,,,,,,,142
35,13,309,80,,,,,,,,,,,,,49,,,,,,,,,,,31
35,14,829,212,,,,,,,,,,,,,68,,,,,,,,,,,144
35,15,659,191,,,,,,,,,,,,,83,,,,,,,,,,,106
35,16,679,170,,,,,,,,,,,,,63,,,,,,,,,,,107
35,17,793,240,,,,,,,,,,,,,105,,,,,,,,,,,134
35,18,902,231,,,,,,,,,,,,,101,,,,,,,,,,,130
35,19,667,156,,,,,,,,,,,,,65,,,,,,,,,,,91
35,20,749,197,,,,,,,,,,,,,67,,,,,,,,,,,128
35,21,725,200,,,,,,,,,,,,,95,,,,,,,,,,,105
35,22,206,101,,,,,,,,,,,,,52,,,,,,,,,,,48
35,23,564,118,,,,,,,,,,,,,60,,,,,,,,,,,58
35,24,510,135,,,,,,,,,,,,,77,,,,,,,,,,,57
35,25,705,184,,,,,,,,,,,,,67,,,,,,,,,,,117
35,26,791,192,,,,,,,,,,,,,45,,,,,,,,,,,147
35,27,716,212,,,,,,,,,,,,,90,,,,,,,,,,,122
35,28,809,189,,,,,,,,,,,,,53,,,,,,,,,,,135
35,29,723,192,,,,,,,,,,,,,53,,,,,,,,,,,137
35,30,785,234,,,,,,,,,,,,,70,,,,,,,,,,,161
35,31,408,104,,,,,,,,,,,,,43,,,,,,,,,,,61
35,32,441,161,,,,,,,,,,,,,26,,,,,,,,,,,135
35,33,642,186,,,,,,,,,,,,,85,,,,,,,,,,,100
35,34,739,176,,,,,,,,,,,,,51,,,,,,,,,,,124
35,35,755,192,,,,,,,,,,,,,53,,,,,,,,,,,137
35,36,517,155,,,,,,,,,,,,,73,,,,,,,,,,,82
36,1,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6,,,,,,,,,,,,,,,,,,,,,,,,,,
36,7,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8,,,,,,,,,,,,,,,,,,,,,,,,,,
36,9,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10,,,,,,,,,,,,,,,,,,,,,,,,,,
36,11,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12,,,,,,,,,,,,,,,,,,,,,,,,,,
36,13,,,,,,,,,,,,,,,,,,,,,,,,,,
36,14,,,,,,,,,,,,,,,,,,,,,,,,,,
36,15,,,,,,,,,,,,,,,,,,,,,,,,,,
36,16,,,,,,,,,,,,,,,,,,,,,,,,,,
36,17,,,,,,,,,,,,,,,,,,,,,,,,,,
36,18,,,,,,,,,,,,,,,,,,,,,,,,,,
36,19,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,,,,,,,,,,,,,,,,,,,,,,,,,,
36,21,,,,,,,,,,,,,,,,,,,,,,,,,,
36,22,,,,,,,,,,,,,,,,,,,,,,,,,,
36,23,,,,,,,,,,,,,,,,,,,,,,,,,,
36,24,,,,,,,,,,,,,,,,,,,,,,,,,,
36,25,,,,,,,,,,,,,,,,,,,,,,,,,,
36,26,,,,,,,,,,,,,,,,,,,,,,,,,,
36,27,,,,,,,,,,,,,,,,,,,,,,,,,,
36,28,,,,,,,,,,,,,,,,,,,,,,,,,,
36,29,,,,,,,,,,,,,,,,,,,,,,,,,,
36,30,,,,,,,,,,,,,,,,,,,,,,,,,,
36,31,,,,,,,,,,,,,,,,,,,,,,,,,,
36,32,,,,,,,,,,,,,,,,,,,,,,,,,,
36,33,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34,,,,,,,,,,,,,,,,,,,,,,,,,,
36,35,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,,,,,,,,,,,,,,,,,,,,,,,,,,
36,38,,,,,,,,,,,,,,,,,,,,,,,,,,
36,39,,,,,,,,,,,,,,,,,,,,,,,,,,
36,40,,,,,,,,,,,,,,,,,,,,,,,,,,
36,41,,,,,,,,,,,,,,,,,,,,,,,,,,
36,42,,,,,,,,,,,,,,,,,,,,,,,,,,
36,43,,,,,,,,,,,,,,,,,,,,,,,,,,
36,44,,,,,,,,,,,,,,,,,,,,,,,,,,
36,45,,,,,,,,,,,,,,,,,,,,,,,,,,
36,46,,,,,,,,,,,,,,,,,,,,,,,,,,
36,47,,,,,,,,,,,,,,,,,,,,,,,,,,
36,48,,,,,,,,,,,,,,,,,,,,,,,,,,
36,49,,,,,,,,,,,,,,,,,,,,,,,,,,
36,50,,,,,,,,,,,,,,,,,,,,,,,,,,
36,51,,,,,,,,,,,,,,,,,,,,,,,,,,
36,52,,,,,,,,,,,,,,,,,,,,,,,,,,
36,53,,,,,,,,,,,,,,,,,,,,,,,,,,
36,54,,,,,,,,,,,,,,,,,,,,,,,,,,
36,55,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6,,,,,,,,,,,,,,,,,,,,,,,,,,
37,7,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9,,,,,,,,,,,,,,,,,,,,,,,,,,
37,10,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12,,,,,,,,,,,,,,,,,,,,,,,,,,
37,13,,,,,,,,,,,,,,,,,,,,,,,,,,
37,14,,,,,,,,,,,,,,,,,,,,,,,,,,
37,15,,,,,,,,,,,,,,,,,,,,,,,,,,
37,16,,,,,,,,,,,,,,,,,,,,,,,,,,
37,17,,,,,,,,,,,,,,,,,,,,,,,,,,
37,18,,,,,,,,,,,,,,,,,,,,,,,,,,
37,19,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,,,,,,,,,,,,,,,,,,,,,,,,,,
37,21,,,,,,,,,,,,,,,,,,,,,,,,,,
37,22,,,,,,,,,,,,,,,,,,,,,,,,,,
37,23,,,,,,,,,,,,,,,,,,,,,,,,,,
37,24,,,,,,,,,,,,,,,,,,,,,,,,,,
37,25,,,,,,,,,,,,,,,,,,,,,,,,,,
37,26,,,,,,,,,,,,,,,,,,,,,,,,,,
37,27,,,,,,,,,,,,,,,,,,,,,,,,,,
37,28,,,,,,,,,,,,,,,,,,,,,,,,,,
37,29,,,,,,,,,,,,,,,,,,,,,,,,,,
37,30,,,,,,,,,,,,,,,,,,,,,,,,,,
37,31,,,,,,,,,,,,,,,,,,,,,,,,,,
37,32,,,,,,,,,,,,,,,,,,,,,,,,,,
37,33,,,,,,,,,,,,,,,,,,,,,,,,,,
37,34,,,,,,,,,,,,,,,,,,,,,,,,,,
37,35,,,,,,,,,,,,,,,,,,,,,,,,,,
37,36,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,,,,,,,,,,,,,,,,,,,,,,,,,,
37,39,,,,,,,,,,,,,,,,,,,,,,,,,,
37,40,,,,,,,,,,,,,,,,,,,,,,,,,,
37,41,,,,,,,,,,,,,,,,,,,,,,,,,,
37,42,,,,,,,,,,,,,,,,,,,,,,,,,,
37,43,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9,,,,,,,,,,,,,,,,,,,,,,,,,,
38,10,,,,,,,,,,,,,,,,,,,,,,,,,,
38,11,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,,,,,,,,,,,,,,,,,,,,,,,,,,
38,13,,,,,,,,,,,,,,,,,,,,,,,,,,
38,14,,,,,,,,,,,,,,,,,,,,,,,,,,
38,15,,,,,,,,,,,,,,,,,,,,,,,,,,
38,16,,,,,,,,,,,,,,,,,,,,,,,,,,
38,17,,,,,,,,,,,,,,,,,,,,,,,,,,
38,18,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19,,,,,,,,,,,,,,,,,,,,,,,,,,
38,20,,,,,,,,,,,,,,,,,,,,,,,,,,
38,21,,,,,,,,,,,,,,,,,,,,,,,,,,
38,22,,,,,,,,,,,,,,,,,,,,,,,,,,
38,23,,,,,,,,,,,,,,,,,,,,,,,,,,
38,24,,,,,,,,,,,,,,,,,,,,,,,,,,
38,25,,,,,,,,,,,,,,,,,,,,,,,,,,
38,26,,,,,,,,,,,,,,,,,,,,,,,,,,
38,27,,,,,,,,,,,,,,,,,,,,,,,,,,
38,28,,,,,,,,,,,,,,,,,,,,,,,,,,
38,29,,,,,,,,,,,,,,,,,,,,,,,,,,
38,30,,,,,,,,,,,,,,,,,,,,,,,,,,
38,31,,,,,,,,,,,,,,,,,,,,,,,,,,
38,32,,,,,,,,,,,,,,,,,,,,,,,,,,
38,33,,,,,,,,,,,,,,,,,,,,,,,,,,
38,34,,,,,,,,,,,,,,,,,,,,,,,,,,
38,35,,,,,,,,,,,,,,,,,,,,,,,,,,
38,36,,,,,,,,,,,,,,,,,,,,,,,,,,
38,37,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40,,,,,,,,,,,,,,,,,,,,,,,,,,
38,41,,,,,,,,,,,,,,,,,,,,,,,,,,
38,42,,,,,,,,,,,,,,,,,,,,,,,,,,
38,43,,,,,,,,,,,,,,,,,,,,,,,,,,
38,44,,,,,,,,,,,,,,,,,,,,,,,,,,
38,45,,,,,,,,,,,,,,,,,,,,,,,,,,
38,46,,,,,,,,,,,,,,,,,,,,,,,,,,
38,47,,,,,,,,,,,,,,,,,,,,,,,,,,
38,48,,,,,,,,,,,,,,,,,,,,,,,,,,
38,49,,,,,,,,,,,,,,,,,,,,,,,,,,
38,50,,,,,,,,,,,,,,,,,,,,,,,,,,
38,51,,,,,,,,,,,,,,,,,,,,,,,,,,
38,52,,,,,,,,,,,,,,,,,,,,,,,,,,
38,53,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5,,,,,,,,,,,,,,,,,,,,,,,,,,
39,6,,,,,,,,,,,,,,,,,,,,,,,,,,
